date,inside_sales,outside_sales,inside_covers,outside_covers,reserved_covers,walkin_covers,waitlist_covers,no_show_covers,no_show_parties,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,temperature,inside_ppa,outside_ppa
2018-05-17,16303.02,5350.98,184,91,134,90,51,6,2,69.32,0.84,0.0617,07:00:00,0.0,rain,1017.42,partly-cloudy-day,68.77,88.60336956521739,58.801978021978016
2018-05-18,18299.45,5188.42,182,80,134,50,78,12,6,58.99,0.52,0.0,05:01:00,0.0,none,1027.35,cloudy,58.99,100.54642857142858,64.85525
2018-05-19,18021.24,0.0,225,0,167,18,40,0,0,55.82,0.97,0.0839,14:00:00,0.16,rain,1019.46,fog,55.82,80.09440000000001,
2018-05-20,13642.59,6475.01,198,106,128,46,130,6,2,74.18,0.61,0.002,03:00:00,0.0,rain,1015.13,partly-cloudy-day,74.18,68.9019696969697,61.085
2018-05-21,13374.37,6071.63,171,111,126,63,93,4,1,69.6,0.49,0.0,05:01:00,0.0,none,1020.8,clear-day,69.6,78.21269005847954,54.69936936936937
2018-05-22,16704.53,0.0,180,0,132,17,31,8,3,57.99,0.92,0.1001,16:00:00,0.0,rain,1016.59,cloudy,57.99,92.80294444444444,
2018-05-23,13141.51,5718.63,175,86,137,45,79,7,3,78.7,0.38,0.1069,04:00:00,0.0,rain,1014.04,clear-day,78.7,75.09434285714286,66.49569767441861
2018-05-24,13523.75,6224.0,155,102,126,57,74,13,5,76.35,0.33,0.0,05:01:00,0.0,none,1018.11,clear-day,76.35,87.25,61.01960784313726
2018-05-25,14467.87,7357.63,179,114,142,51,100,7,3,82.51,0.41,0.0,05:01:00,0.0,none,1010.05,clear-day,82.51,80.82608938547486,64.54061403508771
2018-05-26,13296.78,6037.4,175,99,126,49,99,16,5,83.63,0.56,0.0,05:01:00,0.0,none,1009.26,partly-cloudy-day,81.96,75.9816,60.98383838383838
2018-05-27,16728.58,2698.5,205,40,149,36,60,4,1,59.11,0.82,0.0916,09:00:00,0.0,rain,1017.92,cloudy,59.11,81.6028292682927,67.4625
2018-05-28,12769.43,4377.5,166,74,128,37,75,19,5,64.44,0.76,0.0,05:01:00,0.0,none,1016.79,cloudy,64.44,76.92427710843374,59.1554054054054
2018-05-29,12516.17,5204.63,167,86,139,50,64,9,4,82.8,0.58,0.0,05:01:00,0.0,none,1014.79,partly-cloudy-day,81.02,74.947125748503,60.51895348837209
2018-05-30,13340.06,3572.0,159,62,142,49,30,17,6,63.22,0.79,0.0,05:01:00,0.0,none,1019.77,partly-cloudy-day,63.22,83.89974842767295,57.61290322580645
2018-05-31,14630.36,0.0,172,0,133,18,21,5,2,67.34,0.95,0.006,14:00:00,0.0,rain,1014.02,cloudy,66.52,85.06023255813953,
2018-06-01,14105.71,5445.34,176,96,131,55,86,10,2,76.82,0.79,0.0116,06:00:00,0.0,rain,1007.01,partly-cloudy-day,75.81,80.14607954545454,56.72229166666667
2018-06-02,15602.91,4473.0,195,75,156,52,62,2,1,79.48,0.63,0.0206,01:00:00,0.0,rain,1008.45,partly-cloudy-day,78.92,80.01492307692308,59.64
2018-06-03,14108.7,2595.63,191,55,132,63,51,2,1,58.45,0.71,0.0409,01:00:00,0.0,rain,1014.48,partly-cloudy-day,58.45,73.86753926701572,47.19327272727273
2018-06-04,13121.67,3647.5,153,74,119,44,64,9,3,67.7,0.68,0.0869,01:00:00,0.0,rain,1005.5,partly-cloudy-day,67.7,85.76254901960785,49.29054054054054
2018-06-05,12583.01,5521.51,153,82,134,57,44,1,1,70.55,0.51,0.0,05:01:00,0.0,none,1003.96,partly-cloudy-day,70.55,82.2418954248366,67.33548780487806
2018-06-06,13109.72,2945.5,178,54,132,70,30,8,2,63.08,0.7,0.0,05:01:00,0.0,none,1014.38,cloudy,63.08,73.65011235955056,54.5462962962963
2018-06-07,13667.44,5234.0,163,81,123,52,69,8,3,64.37,0.68,0.0,05:01:00,0.0,none,1019.72,clear-day,64.37,83.84932515337424,64.61728395061728
2018-06-08,15523.05,5805.38,166,84,133,43,74,9,2,79.21,0.5,0.0,05:01:00,0.0,none,1018.32,partly-cloudy-day,79.21,93.51234939759036,69.11166666666666
2018-06-09,15582.48,6573.45,180,111,143,51,97,4,2,72.87,0.55,0.0,05:01:00,0.0,none,1017.94,partly-cloudy-day,72.87,86.56933333333333,59.22027027027027
2018-06-10,15181.83,0.0,208,0,151,26,31,2,1,63.74,0.7,0.0011,17:00:00,0.0,rain,1016.3,cloudy,63.74,72.98956730769231,
2018-06-11,12291.19,4367.0,158,62,135,42,43,16,4,64.79,0.47,0.0064,01:00:00,0.0,rain,1019.89,partly-cloudy-day,64.79,77.7923417721519,70.43548387096774
2018-06-12,13492.7,4944.0,160,86,116,62,68,13,6,67.77,0.52,0.0,05:01:00,0.0,none,1019.71,clear-day,67.77,84.329375,57.48837209302326
2018-06-13,13572.04,4938.14,184,73,155,46,56,0,0,77.49,0.73,0.0124,14:00:00,0.0,rain,1008.52,partly-cloudy-day,76.67,73.76108695652174,67.64575342465754
2018-06-14,13382.81,6387.17,163,105,137,40,91,2,1,80.7,0.3,0.0021,01:00:00,0.0,rain,1008.2,clear-day,80.7,82.10312883435583,60.830190476190474
2018-06-15,14912.26,6335.5,163,82,141,35,69,2,1,73.13,0.48,0.0,05:01:00,0.0,none,1014.36,partly-cloudy-day,73.13,91.48625766871166,77.26219512195122
2018-06-16,15405.12,6429.34,182,95,139,40,98,2,1,78.17,0.41,0.0,05:01:00,0.0,none,1015.33,partly-cloudy-day,78.17,84.64351648351649,67.67726315789474
2018-06-17,12722.52,5997.5,174,102,113,42,121,2,1,81.18,0.43,0.0,05:01:00,0.0,none,1017.77,clear-day,81.18,73.11793103448277,58.799019607843135
2018-06-18,12331.61,2907.0,181,45,128,52,46,6,2,92.45,0.57,0.057,21:00:00,0.0,rain,1008.56,partly-cloudy-day,87.26,68.13044198895028,64.6
2018-06-19,13458.61,5607.48,165,89,123,69,62,10,4,83.64,0.32,0.0108,03:00:00,0.0,rain,1009.05,clear-day,83.64,81.56733333333334,63.00539325842696
2018-06-20,12647.35,5160.0,169,78,124,60,63,10,4,76.01,0.66,0.0,05:01:00,0.0,none,1008.34,partly-cloudy-day,75.63,74.83639053254439,66.15384615384616
2018-06-21,14613.76,5441.0,155,81,132,51,53,16,6,79.61,0.49,0.0701,02:00:00,0.0,rain,1008.1,partly-cloudy-day,79.61,94.28232258064516,67.17283950617283
2018-06-22,19863.4,4111.34,177,84,155,43,63,7,3,67.73,0.75,0.0,05:01:00,0.0,none,1015.92,clear-day,67.73,112.2225988700565,48.94452380952381
2018-06-23,16363.33,4972.5,177,86,130,44,89,15,5,66.68,0.84,0.0134,01:00:00,0.0,none,1009.84,cloudy,66.38,92.44819209039548,57.81976744186046
2018-06-24,13736.68,4352.26,184,70,125,40,89,2,1,84.2,0.55,0.0148,21:00:00,0.0,none,1007.76,partly-cloudy-day,82.45,74.65586956521739,62.17514285714286
2018-06-25,12891.46,6010.0,175,100,120,61,94,8,3,77.59,0.33,0.0,05:01:00,0.0,none,1018.49,partly-cloudy-day,77.59,73.66548571428571,60.1
2018-06-26,12190.56,5507.17,159,94,124,85,44,6,2,72.29,0.64,0.0,05:01:00,0.0,none,1022.18,partly-cloudy-day,72.29,76.67018867924529,58.58691489361702
2018-06-27,12955.95,1893.0,172,27,133,36,30,8,3,70.89,0.75,0.0017,20:00:00,0.08,rain,1014.26,cloudy,70.62,75.32529069767442,70.11111111111111
2018-06-28,14486.47,3746.84,164,63,136,16,75,3,2,79.28,0.8,0.0831,07:00:00,0.12,none,1008.42,partly-cloudy-day,78.02,88.33213414634146,59.4736507936508
2018-06-29,14712.35,5842.0,182,87,143,31,95,5,2,86.85,0.39,0.0,05:01:00,0.0,none,1014.31,partly-cloudy-day,86.85,80.83708791208791,67.14942528735632
2018-06-30,15268.96,5783.67,174,98,141,49,82,16,6,90.84,0.44,0.0,05:01:00,0.0,none,1015.92,clear-day,89.23,87.75264367816091,59.01704081632653
2018-07-01,13596.51,5529.02,179,104,115,78,90,2,1,96.24,0.53,0.0,05:01:00,0.0,none,1015.36,partly-cloudy-day,90.11,75.958156424581,53.16365384615385
2018-07-02,14225.57,5083.5,185,86,153,66,52,2,1,90.05,0.64,0.0,05:01:00,0.0,none,1017.38,clear-day,84.81,76.89497297297297,59.11046511627907
2018-07-03,14845.76,3058.0,185,50,134,32,69,2,1,82.16,0.85,0.1362,17:00:00,0.1,rain,1022.26,partly-cloudy-day,78.82,80.24735135135136,61.16
2018-07-04,12459.13,4555.0,186,78,103,77,84,8,4,83.93,0.75,0.0006,15:00:00,0.0,none,1025.56,partly-cloudy-day,80.17,66.98456989247312,58.3974358974359
2018-07-05,12038.53,5391.0,170,93,115,56,92,3,1,91.0,0.74,0.0,05:01:00,0.0,none,1021.1,partly-cloudy-day,83.68,70.81488235294118,57.96774193548387
2018-07-06,11965.7,5648.19,173,89,119,57,86,0,0,80.82,0.5,0.0854,06:00:00,0.0,rain,1016.93,partly-cloudy-day,80.01,69.16589595375723,63.46280898876404
2018-07-07,14743.69,6026.34,185,92,132,43,102,6,4,70.59,0.48,0.0,05:01:00,0.0,none,1026.34,clear-day,70.59,79.69562162162163,65.50369565217392
2018-07-08,13114.94,6547.48,177,103,128,67,85,0,0,75.88,0.46,0.0,05:01:00,0.0,none,1025.96,clear-day,75.88,74.09570621468927,63.56776699029126
2018-07-09,14095.41,5769.5,166,97,137,67,59,0,0,80.0,0.52,0.0,05:01:00,0.0,none,1018.01,clear-day,79.87,84.91210843373494,59.47938144329897
2018-07-10,12972.33,4803.67,161,75,117,42,77,9,3,88.22,0.44,0.0,05:01:00,0.0,none,1010.03,clear-day,87.33,80.57347826086956,64.04893333333334
2018-07-11,14571.59,5996.63,186,79,143,46,76,10,4,77.64,0.66,0.0,05:01:00,0.0,none,1014.96,partly-cloudy-day,77.13,78.34188172043011,75.9067088607595
2018-07-12,12336.17,6130.35,164,90,144,42,68,12,5,76.92,0.54,0.0,05:01:00,0.0,none,1022.23,partly-cloudy-day,76.92,75.2205487804878,68.11500000000001
2018-07-13,12121.36,6299.48,159,90,101,49,99,15,4,79.09,0.47,0.0,05:01:00,0.0,none,1021.48,clear-day,79.09,76.23496855345913,69.99422222222222
2018-07-14,15143.37,5819.5,184,111,126,67,102,4,2,86.59,0.46,0.0,05:01:00,0.0,none,1015.76,partly-cloudy-day,85.85,82.30092391304348,52.427927927927925
2018-07-15,13234.33,5966.12,159,91,131,49,70,4,1,84.75,0.66,0.1458,05:00:00,0.0,rain,1014.03,partly-cloudy-day,81.49,83.23477987421384,65.56175824175824
2018-07-16,12604.93,4927.5,166,74,117,41,82,6,2,89.53,0.67,0.0,05:01:00,0.0,none,1012.57,partly-cloudy-day,84.03,75.93331325301205,66.58783783783784
2018-07-17,13153.74,0.0,163,4,126,17,24,9,5,73.67,0.94,0.1937,15:00:00,0.49,none,1010.2,rain,72.31,80.69779141104294,0.0
2018-07-18,12961.44,5434.5,155,89,126,69,49,8,3,81.16,0.36,0.0,05:01:00,0.0,none,1012.67,clear-day,81.16,83.6221935483871,61.061797752808985
2018-07-19,13566.22,6570.0,164,74,158,32,48,4,1,77.2,0.46,0.0,05:01:00,0.0,none,1018.34,clear-day,77.2,82.72085365853658,88.78378378378379
2018-07-20,12916.87,6115.5,168,94,134,32,96,6,2,75.24,0.53,0.0,05:01:00,0.0,none,1019.97,partly-cloudy-day,75.24,76.88613095238095,65.05851063829788
2018-07-21,16427.66,2224.0,195,33,147,34,47,4,1,75.24,0.53,0.0763,23:00:00,0.0,none,1015.16,clear-day,75.24,84.24441025641026,67.39393939393939
2018-07-22,14591.49,0.0,189,5,134,30,30,6,2,76.28,0.93,0.1222,02:00:00,0.84,none,1015.15,rain,74.72,77.2036507936508,0.0
2018-07-23,11472.2,5127.0,164,75,123,68,48,9,3,79.51,0.83,0.0299,05:00:00,0.0,rain,1020.58,cloudy,78.09,69.95243902439024,68.36
2018-07-24,13662.5,4809.0,174,73,136,38,73,4,2,81.8,0.82,0.0006,03:00:00,0.0,none,1019.98,clear-day,78.73,78.52011494252874,65.87671232876713
2018-07-25,13308.51,0.0,170,0,132,12,26,8,3,76.84,0.93,0.1647,07:00:00,0.0,none,1012.76,clear-day,75.24,78.28535294117647,
2018-07-26,13805.19,5232.0,157,89,118,48,80,8,4,87.13,0.66,0.0074,01:00:00,0.0,rain,1011.66,partly-cloudy-day,82.94,87.93114649681529,58.78651685393258
2018-07-27,13722.27,0.0,170,0,114,3,53,18,6,76.08,0.83,0.0642,22:00:00,0.44,rain,1015.51,rain,75.0,80.71923529411765,
2018-07-28,17181.21,6334.13,194,103,137,48,112,6,2,83.39,0.7,0.0022,00:00:00,0.0,rain,1014.27,partly-cloudy-day,80.26,88.56293814432989,61.496407766990295
2018-07-29,12268.5,5168.5,171,88,117,59,83,3,2,78.97,0.54,0.0,05:01:00,0.0,none,1018.33,partly-cloudy-day,78.84,71.74561403508773,58.73295454545455
2018-07-30,11039.54,3597.38,155,65,108,45,67,5,3,75.53,0.74,0.0,05:01:00,0.0,none,1020.42,partly-cloudy-day,74.89,71.22283870967742,55.344307692307694
2018-07-31,11946.1,5008.25,141,81,124,43,55,8,3,76.43,0.67,0.0,05:01:00,0.0,none,1019.6,partly-cloudy-day,75.97,84.7241134751773,61.83024691358025
2018-08-01,12627.44,4180.0,154,80,132,43,59,10,4,89.53,0.68,0.0897,14:00:00,0.0,rain,1015.68,partly-cloudy-day,83.87,81.99636363636364,52.25
2018-08-02,13941.46,4110.0,185,64,124,57,68,4,1,85.75,0.76,0.0685,17:00:00,0.0,rain,1018.6,partly-cloudy-day,81.07,75.35924324324324,64.21875
2018-08-03,13745.74,5072.25,179,84,137,38,88,8,3,81.6,0.83,0.1254,16:00:00,0.0,rain,1019.82,partly-cloudy-day,78.61,76.791843575419,60.38392857142857
2018-08-04,13179.43,6007.37,173,95,134,36,98,7,3,88.73,0.61,0.1766,10:00:00,0.0,rain,1017.58,partly-cloudy-day,84.59,76.18167630057803,63.235473684210525
2018-08-05,12225.96,4687.0,189,93,109,60,113,10,2,90.06,0.58,0.0,05:01:00,0.0,none,1018.95,partly-cloudy-day,85.87,64.68761904761904,50.39784946236559
2018-08-06,13345.18,2585.5,176,44,100,39,81,5,2,93.04,0.64,0.0,05:01:00,0.0,none,1016.15,partly-cloudy-day,86.28,75.82488636363637,58.76136363636363
2018-08-07,13329.0,1107.0,170,15,150,26,9,0,0,82.82,0.8,0.0519,20:00:00,0.51,rain,1012.7,rain,79.3,78.40588235294118,73.8
2018-08-08,14000.75,4439.0,170,57,137,57,33,12,5,88.89,0.72,0.0,05:01:00,0.0,none,1009.09,partly-cloudy-day,83.01,82.35735294117647,77.87719298245614
2018-08-09,14408.66,4323.75,166,73,138,44,57,8,3,85.99,0.48,0.0648,03:00:00,0.0,rain,1008.73,clear-day,85.08,86.79915662650602,59.22945205479452
2018-08-10,14071.11,5550.0,189,85,149,36,89,2,1,82.91,0.65,0.0,05:01:00,0.0,none,1011.29,cloudy,80.36,74.45031746031746,65.29411764705883
2018-08-11,16841.05,1824.5,209,30,140,31,68,4,1,75.65,0.91,0.2247,18:00:00,0.43,rain,1013.82,rain,74.24,80.5791866028708,60.81666666666667
2018-08-12,12815.0,3729.5,201,55,120,51,85,5,2,79.57,0.8,0.0021,20:00:00,0.03,rain,1016.35,partly-cloudy-day,78.27,63.756218905472636,67.80909090909091
2018-08-13,13052.99,2791.0,172,44,118,27,71,13,5,75.91,0.92,0.0655,11:00:00,0.0,rain,1011.95,cloudy,74.45,75.88947674418604,63.43181818181818
2018-08-14,12508.0,1513.0,160,31,109,33,49,4,1,74.71,0.81,0.0956,16:00:00,0.0,rain,1010.15,partly-cloudy-day,73.81,78.175,48.806451612903224
2018-08-15,14045.75,3981.5,179,64,155,33,55,9,5,87.37,0.54,0.0004,05:00:00,0.0,none,1013.18,partly-cloudy-day,84.94,78.46787709497207,62.2109375
2018-08-16,12314.25,4744.5,166,74,114,56,70,15,6,89.53,0.55,0.0006,05:00:00,0.0,rain,1017.28,partly-cloudy-day,86.15,74.18222891566265,64.11486486486487
2018-08-17,14948.29,3654.5,177,49,136,32,58,9,4,89.08,0.79,0.1796,23:00:00,0.32,rain,1013.54,rain,82.27,84.45361581920905,74.58163265306122
2018-08-18,15246.42,1447.0,196,21,127,41,49,2,1,76.71,0.86,0.271,01:00:00,0.74,rain,1009.36,rain,75.43,77.78785714285715,68.9047619047619
2018-08-19,12110.76,4805.0,171,78,101,31,117,13,5,72.92,0.75,0.0048,08:00:00,0.0,rain,1017.13,cloudy,72.44,70.82315789473684,61.6025641025641
2018-08-20,12614.99,4894.0,167,63,126,42,62,12,4,73.17,0.76,0.0005,19:00:00,0.0,none,1020.03,partly-cloudy-day,72.64,75.5388622754491,77.68253968253968
2018-08-21,12990.5,3529.5,169,54,113,35,75,17,6,73.85,0.78,0.0034,23:00:00,0.0,rain,1014.63,partly-cloudy-day,73.17,76.86686390532545,65.36111111111111
2018-08-22,13419.65,5049.0,172,68,142,43,55,2,1,82.18,0.55,0.2471,02:00:00,0.0,rain,1006.79,partly-cloudy-day,80.83,78.02122093023256,74.25
2018-08-23,13205.86,5251.5,166,83,127,37,85,4,1,76.55,0.4,0.0024,08:00:00,0.0,rain,1016.47,clear-day,76.55,79.55337349397591,63.2710843373494
2018-08-24,14840.67,5831.0,171,83,128,28,98,10,4,76.87,0.48,0.0,05:01:00,0.0,none,1023.36,clear-day,76.87,86.78754385964912,70.25301204819277
2018-08-25,14889.14,6505.0,184,91,125,44,106,6,2,74.19,0.6,0.0,05:01:00,0.0,none,1023.29,clear-day,74.19,80.91923913043478,71.48351648351648
2018-08-26,13021.99,4926.5,183,80,118,46,99,4,2,83.9,0.62,0.0001,20:00:00,0.0,none,1017.26,cloudy,81.38,71.15841530054645,61.58125
2018-08-27,11553.17,4190.5,163,73,116,36,84,6,2,87.37,0.67,0.0003,03:00:00,0.0,rain,1017.08,partly-cloudy-day,82.81,70.87834355828221,57.4041095890411
2018-08-28,12533.75,3893.0,183,62,115,51,79,6,3,95.62,0.53,0.0003,08:00:00,0.0,none,1015.5,clear-night,89.72,68.49043715846994,62.79032258064516
2018-08-29,13121.66,2975.0,167,48,128,45,42,5,2,94.53,0.52,0.0003,02:00:00,0.0,rain,1013.11,clear-night,89.53,78.57281437125748,61.979166666666664
2018-08-30,13174.11,5288.5,187,73,123,37,100,10,3,86.99,0.51,0.001,17:00:00,0.0,rain,1017.36,clear-night,85.18,70.44978609625669,72.44520547945206
2018-08-31,14003.68,4165.0,168,63,123,33,75,4,2,71.84,0.75,0.0374,15:00:00,0.0,rain,1024.76,partly-cloudy-night,71.45,83.3552380952381,66.11111111111111
2018-09-01,14579.25,5858.5,187,78,146,41,78,5,2,72.79,0.7,0.0007,08:00:00,0.0,rain,1024.77,partly-cloudy-night,72.56,77.96390374331551,75.10897435897436
2018-09-02,13605.89,5090.25,196,78,125,46,103,0,0,77.69,0.78,0.0,05:01:00,0.0,none,1022.63,partly-cloudy-night,76.64,69.41780612244898,65.25961538461539
2018-09-03,13012.23,3750.75,163,62,111,28,86,11,4,90.84,0.74,0.0028,15:00:00,0.0,rain,1022.13,clear-night,83.65,79.82963190184049,60.49596774193548
2018-09-04,12005.0,4010.25,170,69,117,56,66,6,3,91.38,0.59,0.0004,05:00:00,0.0,rain,1021.75,partly-cloudy-night,86.34,70.61764705882354,58.119565217391305
2018-09-05,12228.42,3211.0,161,53,110,70,34,10,2,85.02,0.76,0.0009,23:00:00,0.0,rain,1021.4,clear-night,80.65,75.95291925465838,60.58490566037736
2018-09-06,15589.4,2527.75,168,40,132,31,45,1,1,78.64,0.83,0.0503,19:00:00,0.67,rain,1019.62,rain,77.31,92.79404761904762,63.19375
2018-09-07,15249.0,3431.0,193,51,138,38,68,5,2,72.51,0.77,0.0075,02:00:00,0.0,rain,1019.43,cloudy,71.97,79.01036269430051,67.27450980392157
2018-09-08,15178.5,0.0,191,0,126,33,32,21,6,63.44,0.8,0.0063,10:00:00,0.37,rain,1020.89,rain,63.44,79.46858638743456,
2018-09-09,14679.25,0.0,199,0,132,33,34,0,0,59.93,0.88,0.0322,18:00:00,0.97,rain,1022.81,rain,59.93,73.76507537688443,
2018-09-10,12763.67,0.0,177,0,125,21,31,8,2,62.68,0.96,0.0849,05:00:00,0.83,rain,1019.81,rain,62.26,72.11112994350283,
2018-09-11,14773.75,1059.0,187,20,129,50,28,7,3,74.16,0.9,0.0131,14:00:00,0.0,rain,1020.37,cloudy,72.94,79.00401069518716,52.95
2018-09-12,13564.72,0.0,172,0,116,17,39,4,2,75.49,0.95,0.007,21:00:00,0.35,rain,1023.3,rain,73.94,78.8646511627907,
2018-09-13,12964.3,4320.5,164,67,128,27,76,5,3,74.15,0.86,0.0017,03:00:00,0.0,rain,1023.96,cloudy,73.11,79.05060975609756,64.48507462686567
2018-09-14,13918.34,5153.75,171,74,131,11,103,11,4,72.55,0.78,0.0003,02:00:00,0.0,none,1022.78,cloudy,72.0,81.39380116959065,69.64527027027027
2018-09-15,13631.5,6342.5,169,79,141,4,103,14,4,73.1,0.75,0.0003,07:00:00,0.0,none,1021.98,clear-night,72.62,80.65976331360947,80.28481012658227
2018-09-16,11764.29,5301.5,171,90,118,31,112,4,1,75.53,0.71,0.0,05:01:00,0.0,none,1022.04,clear-night,75.01,68.79701754385965,58.90555555555556
2018-09-17,13232.13,1700.75,189,33,134,42,46,6,2,76.07,0.85,0.0011,18:00:00,0.0,rain,1015.51,partly-cloudy-night,74.89,70.01126984126984,51.53787878787879
2018-09-18,13700.5,4615.0,174,73,129,8,110,1,1,73.14,0.91,0.1312,14:00:00,0.0,rain,1008.19,partly-cloudy-night,71.97,78.73850574712644,63.21917808219178
2018-09-19,12611.16,4032.38,159,64,111,6,106,2,1,73.81,0.81,0.0003,17:00:00,0.0,none,1014.85,partly-cloudy-night,73.01,79.3154716981132,63.0059375
2018-09-20,11553.2,3456.5,155,56,101,16,94,12,4,68.46,0.72,0.0,05:01:00,0.0,none,1023.83,cloudy,68.46,74.5367741935484,61.723214285714285
2018-09-21,15884.0,5368.0,186,91,153,2,122,4,2,72.86,0.78,0.0001,08:00:00,0.0,none,1016.52,cloudy,72.25,85.39784946236558,58.989010989010985
2018-09-22,14687.5,5961.75,182,93,139,8,128,9,4,66.05,0.56,0.0081,05:00:00,0.0,rain,1022.02,partly-cloudy-night,66.05,80.70054945054945,64.10483870967742
2018-09-23,13291.77,2124.5,187,33,110,2,108,8,2,63.8,0.8,0.0025,18:00:00,0.0,rain,1024.27,cloudy,63.8,71.07898395721925,64.37878787878788
2018-09-24,17008.46,2488.0,188,42,123,17,90,2,1,62.96,0.65,0.0006,01:00:00,0.0,rain,1032.09,partly-cloudy-night,62.96,90.47053191489361,59.23809523809524
2018-09-25,13328.38,0.0,180,0,125,1,54,3,1,72.55,0.96,0.18,15:00:00,0.92,rain,1021.57,rain,71.22,74.04655555555556,
2018-09-26,13383.75,2480.75,171,29,133,5,62,0,0,77.09,0.87,0.1104,04:00:00,0.0,rain,1011.6,partly-cloudy-night,75.72,78.26754385964912,85.54310344827586
2018-09-27,13965.25,1610.0,173,26,127,2,70,2,1,68.08,0.71,0.0159,22:00:00,0.0,rain,1019.13,cloudy,68.08,80.72398843930635,61.92307692307692
2018-09-28,14566.68,4756.25,187,72,140,3,116,4,2,60.77,0.82,0.3667,07:00:00,0.0,rain,1019.36,partly-cloudy-night,60.77,77.8966844919786,66.05902777777777
2018-09-29,14317.75,5907.0,173,85,125,4,129,8,3,66.42,0.62,0.0,05:01:00,0.0,none,1023.18,partly-cloudy-night,66.42,82.76156069364161,69.49411764705883
2018-09-30,13291.51,5075.5,208,73,154,5,122,2,1,64.86,0.75,0.0,05:01:00,0.0,none,1025.75,clear-night,64.86,63.901490384615386,69.52739726027397
2018-10-01,13859.75,3962.0,174,59,123,5,105,0,0,71.63,0.83,0.0005,23:00:00,0.0,none,1023.53,partly-cloudy-night,70.94,79.65373563218391,67.15254237288136
2018-10-02,14062.59,2153.75,181,36,137,4,76,8,3,74.32,0.8,0.3115,23:00:00,0.0,rain,1016.33,partly-cloudy-night,73.52,77.69386740331491,59.826388888888886
2018-10-03,-1000.0,26000.01,0,1,0,0,0,0,0,68.75,0.69,0.1656,00:00:00,0.0,rain,1017.92,partly-cloudy-night,68.75,-inf,26000.01
2018-10-04,16258.59,0.0,40,0,40,0,0,0,0,74.13,0.95,0.0213,18:00:00,0.06,rain,1013.79,cloudy,72.69,406.46475,
2018-10-05,14232.6,4800.0,170,77,135,1,111,5,2,64.83,0.72,0.0,05:01:00,0.0,none,1021.09,partly-cloudy-night,64.83,83.72117647058823,62.33766233766234
2018-10-06,15833.88,4952.5,183,75,144,2,112,7,4,66.46,0.9,0.0016,11:00:00,0.13,rain,1022.29,cloudy,65.93,86.5239344262295,66.03333333333333
2018-10-07,13752.2,5346.21,176,84,130,10,120,9,4,75.25,0.84,0.0016,20:00:00,0.0,rain,1022.95,partly-cloudy-night,74.19,78.1375,63.645357142857144
2018-10-08,14688.49,1034.5,172,15,123,5,59,3,1,64.29,0.92,0.0047,07:00:00,0.16,rain,1029.91,cloudy,63.88,85.3981976744186,68.96666666666667
2018-10-09,11409.59,4275.0,164,69,112,5,116,4,2,72.3,0.9,0.0029,02:00:00,0.0,rain,1023.84,partly-cloudy-night,71.25,69.57067073170732,61.95652173913044
2018-10-10,14005.52,4437.25,160,76,129,3,104,3,1,74.21,0.91,0.0011,12:00:00,0.0,rain,1014.68,partly-cloudy-night,72.94,87.53450000000001,58.38486842105263
2018-10-11,15418.14,0.0,186,0,127,0,59,17,5,71.39,0.96,0.0914,17:00:00,0.94,rain,1002.64,rain,70.16,82.89322580645161,
2018-10-12,14132.42,5059.0,174,67,134,13,94,13,5,55.0,0.55,0.0761,05:00:00,0.0,rain,1007.46,clear-night,55.0,81.22080459770115,75.50746268656717
2018-10-13,15842.75,4818.0,186,68,144,49,61,2,1,52.54,0.64,0.0248,09:00:00,0.0,rain,1015.67,clear-night,52.54,85.1760752688172,70.8529411764706
2018-10-14,14820.38,3743.25,194,59,150,2,101,5,2,55.03,0.63,0.0011,13:00:00,0.0,rain,1023.24,partly-cloudy-night,55.03,76.39371134020618,63.44491525423729
2018-10-15,14410.75,339.5,185,4,119,2,68,0,0,66.23,0.84,0.0164,11:00:00,0.0,rain,1012.05,cloudy,65.98,77.89594594594594,84.875
2018-10-16,14500.07,690.0,167,6,120,2,51,16,4,52.14,0.56,0.0089,01:00:00,0.0,rain,1018.42,partly-cloudy-night,52.14,86.82676646706587,115.0
2018-10-17,13630.67,94.0,170,2,122,4,46,10,3,55.84,0.45,0.0,05:01:00,0.0,none,1015.58,partly-cloudy-night,55.84,80.18041176470588,47.0
2018-10-18,14878.0,0.0,176,0,115,2,59,4,2,45.77,0.37,0.0,05:01:00,0.0,none,1027.39,clear-night,47.71,84.5340909090909,
2018-10-19,15480.5,1407.0,192,29,143,13,65,2,1,56.78,0.55,0.0,05:01:00,0.0,none,1017.4,partly-cloudy-night,56.78,80.62760416666667,48.51724137931034
2018-10-20,15528.04,3019.0,187,56,140,2,101,6,3,55.96,0.65,0.0071,04:00:00,0.0,rain,1002.7,partly-cloudy-night,55.96,83.03764705882354,53.910714285714285
2018-10-21,14927.0,0.0,184,0,130,5,49,0,0,37.95,0.47,0.0025,07:00:00,0.0,rain,1019.6,clear-night,42.44,81.125,
2018-10-22,13160.74,0.0,174,0,132,2,40,8,2,48.27,0.58,0.0,05:01:00,0.0,none,1021.95,partly-cloudy-night,48.95,75.63643678160919,
